original,gt_full,gt_seg,gt_punc,pred_full,pred_seg,pred_punc,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
十四年伐楚取召陵,十四年 ， 伐 楚 ， 取 召陵 。,十四年  伐 楚  取 召陵 ,十四年，伐楚，取召陵。,十四年 ， 伐 楚 ， 取 召陵,十四年  伐 楚  取 召陵,十四年，伐楚，取召陵,1.0,0.8,1.0,1.0,0.8
丹犂臣蜀相壯殺蜀侯來降,丹 、 犂 臣 ， 蜀 相 壯 殺 蜀侯 來 降 。,丹  犂 臣  蜀 相 壯 殺 蜀侯 來 降 ,丹、犂臣，蜀相壯殺蜀侯來降。,丹犂 臣 蜀相 壯 殺 蜀侯 來 降,丹犂 臣 蜀相 壯 殺 蜀侯 來 降,丹犂臣蜀相壯殺蜀侯來降,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
惠王卒子武王立,惠王 卒 ， 子 武王 立 。,惠王 卒  子 武王 立 ,惠王卒，子武王立。,惠王 卒 ， 子 武王 立,惠王 卒  子 武王 立,惠王卒，子武王立,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
韓魏齊楚越皆賓從,韓 、 魏 、 齊 、 楚 、 越 皆 賓從 。,韓  魏  齊  楚  越 皆 賓從 ,韓、魏、齊、楚、越皆賓從。,韓 魏 、 齊 、 楚 、 越 皆賓 從,韓 魏  齊  楚  越 皆賓 從,韓魏、齊、楚、越皆賓從,0.7142857142857143,0.7499999999999999,0.7142857142857143,1.0,0.5357142857142857
武王元年與魏惠王會臨晉,武王 元年 ， 與 魏惠王 會 臨晉 。,武王 元年  與 魏惠王 會 臨晉 ,武王元年，與魏惠王會臨晉。,武王 元年 ， 與 魏惠王 會 臨晉,武王 元年  與 魏惠王 會 臨晉,武王元年，與魏惠王會臨晉,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
誅蜀相壯,誅 蜀 相 壯 。,誅 蜀 相 壯 ,誅蜀相壯。,誅 蜀相 壯,誅 蜀相 壯,誅蜀相壯,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
張儀魏章皆東出之魏,張儀 、 魏章 皆 東 出 之 魏 。,張儀  魏章 皆 東 出 之 魏 ,張儀、魏章皆東出之魏。,張儀 、 魏章 皆 東 出 之 魏,張儀  魏章 皆 東 出 之 魏,張儀、魏章皆東出之魏,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
伐義渠丹犂,伐 義渠 、 丹 、 犂 。,伐 義渠  丹  犂 ,伐義渠、丹、犂。,伐 義渠 丹犂,伐 義渠 丹犂,伐義渠丹犂,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
二年初置丞相㯉里疾甘茂爲左右丞相,二年 ， 初 置 丞相 ， 㯉里疾 、 甘茂 爲 左右 丞相 。,二年  初 置 丞相  㯉里疾  甘茂 爲 左右 丞相 ,二年，初置丞相，㯉里疾、甘茂爲左右丞相。,二年 初 置 丞相 ， 㯉里疾 、 甘茂 爲 左右 丞相,二年 初 置 丞相  㯉里疾  甘茂 爲 左右 丞相,二年初置丞相，㯉里疾、甘茂爲左右丞相,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
張儀死於魏,張儀 死 於 魏 。,張儀 死 於 魏 ,張儀死於魏。,張儀 死 於 魏,張儀 死 於 魏,張儀死於魏,1.0,0.0,1.0,1.0,0.0
三年與韓襄王會臨晉外,三年 ， 與 韓襄王 會 臨晉 外 。,三年  與 韓襄王 會 臨晉 外 ,三年，與韓襄王會臨晉外。,三年 與 韓襄王 會 臨晉 外,三年 與 韓襄王 會 臨晉 外,三年與韓襄王會臨晉外,1.0,0.0,1.0,1.0,0.0
南公揭卒㯉里疾相韓,南公揭 卒 ， 㯉里疾 相 韓 。,南公揭 卒  㯉里疾 相 韓 ,南公揭卒，㯉里疾相韓。,南公揭 卒 ， 㯉里疾 相 韓,南公揭 卒  㯉里疾 相 韓,南公揭卒，㯉里疾相韓,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
武王謂甘茂曰寡人欲容車通三川窺周室死不恨矣,武王 謂 甘茂 曰 ： 「 寡人 欲 容 車 通 三川 ， 窺 周室 ， 死 不 恨 矣 。 」,武王 謂 甘茂 曰   寡人 欲 容 車 通 三川  窺 周室  死 不 恨 矣  ,武王謂甘茂曰：「寡人欲容車通三川，窺周室，死不恨矣。」,武王 謂 甘茂 曰 ：  寡人 欲 容 車 ， 通 三 川 ， 窺 周室 ， 死 不 恨 矣 。,武王 謂 甘茂 曰   寡人 欲 容 車  通 三 川  窺 周室  死 不 恨 矣 ,武王謂甘茂曰：寡人欲容車，通三川，窺周室，死不恨矣。,0.9090909090909091,0.888888888888889,0.9090909090909091,1.0,0.8080808080808081
其秋使甘茂庶長封伐宜陽,其 秋 ， 使 甘茂 、 庶長封 伐 宜陽 。,其 秋  使 甘茂  庶長封 伐 宜陽 ,其秋，使甘茂、庶長封伐宜陽。,其 秋 ， 使 甘茂 、 庶長封 伐 宜陽,其 秋  使 甘茂  庶長封 伐 宜陽,其秋，使甘茂、庶長封伐宜陽,1.0,0.8,1.0,1.0,0.8
四年拔宜陽斬首六萬,四年 ， 拔 宜陽 ， 斬 首 六萬 。,四年  拔 宜陽  斬 首 六萬 ,四年，拔宜陽，斬首六萬。,四年 ， 拔 宜陽 ， 斬 首 六 萬,四年  拔 宜陽  斬 首 六 萬,四年，拔宜陽，斬首六萬,0.7692307692307692,0.8,0.7692307692307692,1.0,0.6153846153846154
涉河城武遂,涉 河 ， 城 武遂 。,涉 河  城 武遂 ,涉河，城武遂。,涉 河 ， 城 武遂,涉 河  城 武遂,涉河，城武遂,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
魏太子來朝,魏太子 來 朝 。,魏太子 來 朝 ,魏太子來朝。,魏 太子 來 朝,魏 太子 來 朝,魏太子來朝,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
武王有力好戲力士任鄙烏獲孟説皆至大官,武王 有 力 好 戲 ， 力士 任鄙 、 烏獲 、 孟説 皆 至 大官 。,武王 有 力 好 戲  力士 任鄙  烏獲  孟説 皆 至 大官 ,武王有力好戲，力士任鄙、烏獲、孟説皆至大官。,武王 有 力 好 戲 ， 力士 任鄙 、 烏獲 、 孟説 皆 至 大 官,武王 有 力 好 戲  力士 任鄙  烏獲  孟説 皆 至 大 官,武王有力好戲，力士任鄙、烏獲、孟説皆至大官,0.8799999999999999,0.8571428571428571,0.8799999999999999,1.0,0.7542857142857141
王與孟説舉鼎絶臏,王 與 孟説 舉 鼎 ， 絶 臏 。,王 與 孟説 舉 鼎  絶 臏 ,王與孟説舉鼎，絶臏。,王 與 孟説 舉 鼎 絶 臏,王 與 孟説 舉 鼎 絶 臏,王與孟説舉鼎絶臏,1.0,0.0,1.0,1.0,0.0
八月武王死,八月 ， 武王 死 。,八月  武王 死 ,八月，武王死。,八月 ， 武王 死,八月  武王 死,八月，武王死,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
族孟説,族 孟説 。,族 孟説 ,族孟説。,族 孟 説,族 孟 説,族孟説,0.4,0.0,0.4,1.0,0.0
武王取魏女爲后無子,武王 取 魏 女 爲 后 ， 無 子 。,武王 取 魏 女 爲 后  無 子 ,武王取魏女爲后，無子。,武王 取 魏 女 爲 后 ， 無 子,武王 取 魏 女 爲 后  無 子,武王取魏女爲后，無子,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
立異母弟是爲昭襄王,立 異 母 弟 ， 是 爲 昭襄王 。,立 異 母 弟  是 爲 昭襄王 ,立異母弟，是爲昭襄王。,立 異 母 弟 ， 是 爲 昭襄王,立 異 母 弟  是 爲 昭襄王,立異母弟，是爲昭襄王,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
昭襄母楚人姓芈氏號宣太后,昭襄 母 楚人 ， 姓 芈氏 ， 號 宣太后 。,昭襄 母 楚人  姓 芈氏  號 宣太后 ,昭襄母楚人，姓芈氏，號宣太后。,昭襄 母 楚人 ， 姓 芈氏 ， 號 宣太后,昭襄 母 楚人  姓 芈氏  號 宣太后,昭襄母楚人，姓芈氏，號宣太后,1.0,0.8,1.0,1.0,0.8
武王死時昭襄王爲質於燕燕人送歸得立,武王 死 時 ， 昭襄王 爲 質 於 燕 ， 燕人 送 歸 ， 得 立 。,武王 死 時  昭襄王 爲 質 於 燕  燕人 送 歸  得 立 ,武王死時，昭襄王爲質於燕，燕人送歸，得立。,武王 死 時 ， 昭襄王 爲 質 於 燕 ， 燕人 送 歸 ， 得 立,武王 死 時  昭襄王 爲 質 於 燕  燕人 送 歸  得 立,武王死時，昭襄王爲質於燕，燕人送歸，得立,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571
昭襄王元年嚴君疾爲相,昭襄王 元年 ， 嚴君疾 爲 相 。,昭襄王 元年  嚴君疾 爲 相 ,昭襄王元年，嚴君疾爲相。,昭襄王 元年 ， 嚴君疾 爲 相,昭襄王 元年  嚴君疾 爲 相,昭襄王元年，嚴君疾爲相,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
甘茂出之魏,甘茂 出 之 魏 。,甘茂 出 之 魏 ,甘茂出之魏。,甘茂 出 之 魏,甘茂 出 之 魏,甘茂出之魏,1.0,0.0,1.0,1.0,0.0
二年彗星見,二年 ， 彗星 見 。,二年  彗星 見 ,二年，彗星見。,二 年 ， 彗星 見,二 年  彗星 見,二年，彗星見,0.5714285714285715,0.6666666666666666,0.5714285714285715,1.0,0.380952380952381
庶長壯與大臣諸侯公子爲逆皆誅及惠文后皆不得良死,庶長壯 與 大臣 、 諸侯 、 公子 爲 逆 ， 皆 誅 ， 及 惠文后 皆 不 得 良 死 。,庶長壯 與 大臣  諸侯  公子 爲 逆  皆 誅  及 惠文后 皆 不 得 良 死 ,庶長壯與大臣、諸侯、公子爲逆，皆誅，及惠文后皆不得良死。,庶長 壯 與 大臣 、 諸侯 、 公子 爲 逆 ， 皆 誅 及 惠文后 ， 皆 不得 良 死,庶長 壯 與 大臣  諸侯  公子 爲 逆  皆 誅 及 惠文后  皆 不得 良 死,庶長壯與大臣、諸侯、公子爲逆，皆誅及惠文后，皆不得良死,0.8125,0.6666666666666665,0.8125,1.0,0.5416666666666665
悼武王后出歸魏,悼武王后 出 歸 魏 。,悼武王后 出 歸 魏 ,悼武王后出歸魏。,悼武王 后 出 歸 魏,悼武王 后 出 歸 魏,悼武王后出歸魏,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
三年王冠,三年 ， 王 冠 。,三年  王 冠 ,三年，王冠。,三年 王 冠,三年 王 冠,三年王冠,1.0,0.0,1.0,1.0,0.0
與楚王會黄棘與楚上庸,與 楚王 會 黄棘 ， 與 楚 上庸 。,與 楚王 會 黄棘  與 楚 上庸 ,與楚王會黄棘，與楚上庸。,與 楚王 會 黄棘 與 楚 上庸,與 楚王 會 黄棘 與 楚 上庸,與楚王會黄棘與楚上庸,1.0,0.0,1.0,1.0,0.0
四年取蒲阪,四年 ， 取 蒲阪 。,四年  取 蒲阪 ,四年，取蒲阪。,四年 取 蒲阪,四年 取 蒲阪,四年取蒲阪,1.0,0.0,1.0,1.0,0.0
彗星見,彗星 見 。,彗星 見 ,彗星見。,彗星 見,彗星 見,彗星見,1.0,0.0,1.0,1.0,0.0
五年魏王來朝應亭復與魏蒲阪,五年 ， 魏王 來 朝 應亭 ， 復 與 魏 蒲阪 。,五年  魏王 來 朝 應亭  復 與 魏 蒲阪 ,五年，魏王來朝應亭，復與魏蒲阪。,五年 ， 魏王 來 朝 ， 應亭 ， 復 與 魏 蒲阪,五年  魏王 來 朝  應亭  復 與 魏 蒲阪,五年，魏王來朝，應亭，復與魏蒲阪,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
六年蜀侯煇反司馬錯定蜀,六年 ， 蜀侯煇 反 ， 司馬錯 定 蜀 。,六年  蜀侯煇 反  司馬錯 定 蜀 ,六年，蜀侯煇反，司馬錯定蜀。,六年 ， 蜀侯 煇 反 ， 司馬錯 定 蜀,六年  蜀侯 煇 反  司馬錯 定 蜀,六年，蜀侯煇反，司馬錯定蜀,0.7692307692307692,0.8,0.7692307692307692,1.0,0.6153846153846154
庶長奂伐楚斬首二萬,庶長奂 伐 楚 ， 斬 首 二萬 。,庶長奂 伐 楚  斬 首 二萬 ,庶長奂伐楚，斬首二萬。,庶長 奂 伐 楚 ， 斬 首 二 萬,庶長 奂 伐 楚  斬 首 二 萬,庶長奂伐楚，斬首二萬,0.5714285714285715,0.6666666666666666,0.5714285714285715,1.0,0.380952380952381
涇陽君質於齊,涇陽君 質 於 齊 。,涇陽君 質 於 齊 ,涇陽君質於齊。,涇陽君 質 於 齊,涇陽君 質 於 齊,涇陽君質於齊,1.0,0.0,1.0,1.0,0.0
日食晝晦,日食 ， 晝 晦 。,日食  晝 晦 ,日食，晝晦。,日 食 ， 晝晦,日 食  晝晦,日食，晝晦,0.0,0.6666666666666666,0.0,1.0,0.0
七年拔新城,七年 ， 拔 新城 。,七年  拔 新城 ,七年，拔新城。,七年 拔 新城,七年 拔 新城,七年拔新城,1.0,0.0,1.0,1.0,0.0
㯉里子卒,㯉里子 卒 。,㯉里子 卒 ,㯉里子卒。,㯉里子 卒,㯉里子 卒,㯉里子卒,1.0,0.0,1.0,1.0,0.0
八年使將軍羋戎攻楚取新市,八年 ， 使 將軍 羋戎 攻 楚 ， 取 新市 。,八年  使 將軍 羋戎 攻 楚  取 新市 ,八年，使將軍羋戎攻楚，取新市。,八年 ， 使 將軍 羋戎 攻 楚 ， 取 新市,八年  使 將軍 羋戎 攻 楚  取 新市,八年，使將軍羋戎攻楚，取新市,1.0,0.8,1.0,1.0,0.8
齊使章子魏使公孫喜韓使暴鳶共攻楚方城取唐眛,齊 使 章子 ， 魏 使 公孫喜 ， 韓 使 暴鳶 共 攻 楚 方城 ， 取 唐眛 。,齊 使 章子  魏 使 公孫喜  韓 使 暴鳶 共 攻 楚 方城  取 唐眛 ,齊使章子，魏使公孫喜，韓使暴鳶共攻楚方城，取唐眛。,齊 使 章子 ， 魏 使 公孫喜 ， 韓 使 暴鳶 ， 共 攻 楚 方城 ， 取 唐眛,齊 使 章子  魏 使 公孫喜  韓 使 暴鳶  共 攻 楚 方城  取 唐眛,齊使章子，魏使公孫喜，韓使暴鳶，共攻楚方城，取唐眛,1.0,0.75,1.0,1.0,0.75
趙破中山其君亡竟死齊,趙 破 中山 ， 其 君 亡 ， 竟 死 齊 。,趙 破 中山  其 君 亡  竟 死 齊 ,趙破中山，其君亡，竟死齊。,趙 破 中山 ， 其 君 亡 ， 竟 死 齊,趙 破 中山  其 君 亡  竟 死 齊,趙破中山，其君亡，竟死齊,1.0,0.8,1.0,1.0,0.8
魏公子勁韓公子長爲諸侯,魏 公子勁 、 韓 公子長 爲 諸侯 。,魏 公子勁  韓 公子長 爲 諸侯 ,魏公子勁、韓公子長爲諸侯。,魏 公子 勁 、 韓 公子 長 爲 諸侯,魏 公子 勁  韓 公子 長 爲 諸侯,魏公子勁、韓公子長爲諸侯,0.5714285714285715,0.6666666666666666,0.5714285714285715,1.0,0.380952380952381
九年孟嘗君薛文來相秦,九年 ， 孟嘗君 薛文 來 相 秦 。,九年  孟嘗君 薛文 來 相 秦 ,九年，孟嘗君薛文來相秦。,九年 ， 孟嘗君 薛文 來 相 秦,九年  孟嘗君 薛文 來 相 秦,九年，孟嘗君薛文來相秦,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
奂攻楚取八城殺其將景快,奂 攻 楚 ， 取 八 城 ， 殺 其 將 景快 。,奂 攻 楚  取 八 城  殺 其 將 景快 ,奂攻楚，取八城，殺其將景快。,奂 攻 楚 ， 取 八 城 ， 殺 其 將 景快,奂 攻 楚  取 八 城  殺 其 將 景快,奂攻楚，取八城，殺其將景快,1.0,0.8,1.0,1.0,0.8
十年楚懷王入朝秦秦留之,十年 ， 楚懷王 入 朝 秦 ， 秦 留 之 。,十年  楚懷王 入 朝 秦  秦 留 之 ,十年，楚懷王入朝秦，秦留之。,十年 ， 楚懷王 入 朝 秦 ， 秦 留 之,十年  楚懷王 入 朝 秦  秦 留 之,十年，楚懷王入朝秦，秦留之,1.0,0.8,1.0,1.0,0.8
薛文以金受免,薛文 以 金受 免 。,薛文 以 金受 免 ,薛文以金受免。,薛文 以 金 受 免,薛文 以 金 受 免,薛文以金受免,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
樓緩爲丞相,樓緩 爲 丞相 。,樓緩 爲 丞相 ,樓緩爲丞相。,樓緩 爲 丞相,樓緩 爲 丞相,樓緩爲丞相,1.0,0.0,1.0,1.0,0.0
十一年齊韓魏趙宋中山五國共攻秦至鹽氏而還,十一年 ， 齊 、 韓 、 魏 、 趙 、 宋 、 中山 五 國 共 攻 秦 ， 至 鹽氏 而 還 。,十一年  齊  韓  魏  趙  宋  中山 五 國 共 攻 秦  至 鹽氏 而 還 ,十一年，齊、韓、魏、趙、宋、中山五國共攻秦，至鹽氏而還。,十一年 ， 齊 、 韓 、 魏 、 趙 、 宋 、 中山 五 國 共 攻 秦 ， 至鹽 氏 而 還,十一年  齊  韓  魏  趙  宋  中山 五 國 共 攻 秦  至鹽 氏 而 還,十一年，齊、韓、魏、趙、宋、中山五國共攻秦，至鹽氏而還,0.875,0.9333333333333333,0.875,1.0,0.8166666666666667
秦與韓魏河北及封陵以和,秦 與 韓 、 魏 河 北 及 封陵 以 和 。,秦 與 韓  魏 河 北 及 封陵 以 和 ,秦與韓、魏河北及封陵以和。,秦 與 韓 、 魏 河北 及 封陵 以 和,秦 與 韓  魏 河北 及 封陵 以 和,秦與韓、魏河北及封陵以和,0.8421052631578948,0.6666666666666666,0.8421052631578948,1.0,0.5614035087719298
彗星見,彗星 見 。,彗星 見 ,彗星見。,彗星 見,彗星 見,彗星見,1.0,0.0,1.0,1.0,0.0
楚懷王走之趙趙不受還之秦卽死歸葬,楚懷王 走 之 趙 ， 趙 不 受 ， 還 之 秦 ， 卽 死 ， 歸 葬 。,楚懷王 走 之 趙  趙 不 受  還 之 秦  卽 死  歸 葬 ,楚懷王走之趙，趙不受，還之秦，卽死，歸葬。,楚懷王 走 之 趙 ， 趙 不 受 ， 還 之 秦 ， 卽 死 ， 歸 葬,楚懷王 走 之 趙  趙 不 受  還 之 秦  卽 死  歸 葬,楚懷王走之趙，趙不受，還之秦，卽死，歸葬,1.0,0.888888888888889,1.0,1.0,0.888888888888889
十二年樓緩免穰侯魏冄爲相,十二年 ， 樓緩 免 ， 穰侯 魏冄 爲 相 。,十二年  樓緩 免  穰侯 魏冄 爲 相 ,十二年，樓緩免，穰侯魏冄爲相。,十二年 ， 樓緩 免 穰侯 ， 魏冄 爲 相,十二年  樓緩 免 穰侯  魏冄 爲 相,十二年，樓緩免穰侯，魏冄爲相,1.0,0.4,1.0,1.0,0.4
予楚粟五萬石,予 楚 粟 五萬 石 。,予 楚 粟 五萬 石 ,予楚粟五萬石。,予 楚 粟 五 萬 石,予 楚 粟 五 萬 石,予楚粟五萬石,0.7272727272727272,0.0,0.7272727272727272,1.0,0.0
十三年向壽伐韓取武始,十三年 ， 向壽 伐 韓 ， 取 武始 。,十三年  向壽 伐 韓  取 武始 ,十三年，向壽伐韓，取武始。,十三年 ， 向壽 伐 韓 ， 取 武始,十三年  向壽 伐 韓  取 武始,十三年，向壽伐韓，取武始,1.0,0.8,1.0,1.0,0.8
左更白起攻新城,左更 白起 攻 新城 。,左更 白起 攻 新城 ,左更白起攻新城。,左更 白起 攻 新城,左更 白起 攻 新城,左更白起攻新城,1.0,0.0,1.0,1.0,0.0
五大夫禮出亡奔魏,五大夫 禮 出 亡 奔 魏 。,五大夫 禮 出 亡 奔 魏 ,五大夫禮出亡奔魏。,五大夫 禮 出 ， 亡 奔 魏,五大夫 禮 出  亡 奔 魏,五大夫禮出，亡奔魏,1.0,0.0,1.0,1.0,0.0
任鄙爲漢中守,任鄙 爲 漢中 守 。,任鄙 爲 漢中 守 ,任鄙爲漢中守。,任鄙 爲 漢中 守,任鄙 爲 漢中 守,任鄙爲漢中守,1.0,0.0,1.0,1.0,0.0
十四年左更白起攻韓魏於伊闕斬首二十四萬虜公孫喜拔五城,十四年 ， 左更 白起 攻 韓 、 魏 於 伊闕 ， 斬 首 二十四 萬 ， 虜 公孫喜 ， 拔 五 城 。,十四年  左更 白起 攻 韓  魏 於 伊闕  斬 首 二十四 萬  虜 公孫喜  拔 五 城 ,十四年，左更白起攻韓、魏於伊闕，斬首二十四萬，虜公孫喜，拔五城。,十四年 ， 左更 白起 攻 韓魏 、 於 伊闕 ， 斬首 二 十四 萬 ， 虜 公孫喜 ， 拔 五 城,十四年  左更 白起 攻 韓魏  於 伊闕  斬首 二 十四 萬  虜 公孫喜  拔 五 城,十四年，左更白起攻韓魏、於伊闕，斬首二十四萬，虜公孫喜，拔五城,0.7272727272727272,0.7272727272727272,0.7272727272727272,1.0,0.5289256198347106
十五年大良造白起攻魏取垣復予之,十五年 ， 大良造 白起 攻 魏 ， 取 垣 ， 復 予 之 。,十五年  大良造 白起 攻 魏  取 垣  復 予 之 ,十五年，大良造白起攻魏，取垣，復予之。,十五年 ， 大良造 白起 攻 魏 ， 取 垣 ， 復 予 之,十五年  大良造 白起 攻 魏  取 垣  復 予 之,十五年，大良造白起攻魏，取垣，復予之,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571
攻楚取宛,攻 楚 ， 取 宛 。,攻 楚  取 宛 ,攻楚，取宛。,攻 楚 ， 取 宛,攻 楚  取 宛,攻楚，取宛,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
十六年左更錯取軹及鄧,十六年 ， 左更錯 取 軹 及 鄧 。,十六年  左更錯 取 軹 及 鄧 ,十六年，左更錯取軹及鄧。,十六年 ， 左更 錯 取 軹 及 鄧,十六年  左更 錯 取 軹 及 鄧,十六年，左更錯取軹及鄧,0.7692307692307692,0.6666666666666666,0.7692307692307692,1.0,0.5128205128205128
冄免封公子市宛公子悝鄧魏冄陶爲諸侯,冄 免 ， 封 公子市 宛 ， 公子悝 鄧 ， 魏冄 陶 ， 爲 諸侯 。,冄 免  封 公子市 宛  公子悝 鄧  魏冄 陶  爲 諸侯 ,冄免，封公子市宛，公子悝鄧，魏冄陶，爲諸侯。,冄免 、 封 公子市 、 宛 公子悝 、 鄧 、 魏 冄陶 爲 諸侯,冄免  封 公子市  宛 公子悝  鄧  魏 冄陶 爲 諸侯,冄免、封公子市、宛公子悝、鄧、魏冄陶爲諸侯,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0
十七年城陽君入朝及東周君來朝,十七年 ， 城陽君 入 朝 ， 及 東周君 來 朝 。,十七年  城陽君 入 朝  及 東周君 來 朝 ,十七年，城陽君入朝，及東周君來朝。,十七年 ， 城陽君 入 朝 ， 及 東周君 來 朝,十七年  城陽君 入 朝  及 東周君 來 朝,十七年，城陽君入朝，及東周君來朝,1.0,0.8,1.0,1.0,0.8
秦以垣爲蒲阪皮氏,秦 以 垣 爲 蒲阪 、 皮氏 。,秦 以 垣 爲 蒲阪  皮氏 ,秦以垣爲蒲阪、皮氏。,秦 以 垣 爲 蒲阪 、 皮氏,秦 以 垣 爲 蒲阪  皮氏,秦以垣爲蒲阪、皮氏,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
王之宜陽,王 之 宜陽 。,王 之 宜陽 ,王之宜陽。,王 之 宜陽,王 之 宜陽,王之宜陽,1.0,0.0,1.0,1.0,0.0
十八年錯攻垣河雍決橋取之,十八年 ， 錯 攻 垣 、 河雍 ， 決 橋 取 之 。,十八年  錯 攻 垣  河雍  決 橋 取 之 ,十八年，錯攻垣、河雍，決橋取之。,十八年 ， 錯 攻 垣 、 河雍 ， 決 橋 取 之,十八年  錯 攻 垣  河雍  決 橋 取 之,十八年，錯攻垣、河雍，決橋取之,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571
十九年王爲西帝齊爲東帝皆復去之,十九年 ， 王 爲 西帝 ， 齊 爲 東帝 ， 皆 復 去 之 。,十九年  王 爲 西帝  齊 爲 東帝  皆 復 去 之 ,十九年，王爲西帝，齊爲東帝，皆復去之。,十九年 ， 王 爲 西帝 ， 齊 爲 東帝 ， 皆 復 去 之,十九年  王 爲 西帝  齊 爲 東帝  皆 復 去 之,十九年，王爲西帝，齊爲東帝，皆復去之,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571
吕禮來自歸,吕禮 來 自 歸 。,吕禮 來 自 歸 ,吕禮來自歸。,吕禮 來 自 歸,吕禮 來 自 歸,吕禮來自歸,1.0,0.0,1.0,1.0,0.0
齊破宋宋王在魏死温,齊 破 宋 ， 宋王 在 魏 ， 死 温 。,齊 破 宋  宋王 在 魏  死 温 ,齊破宋，宋王在魏，死温。,齊 破 宋 ， 宋王 在 魏 死 温,齊 破 宋  宋王 在 魏 死 温,齊破宋，宋王在魏死温,1.0,0.5,1.0,1.0,0.5
任鄙卒,任鄙 卒 。,任鄙 卒 ,任鄙卒。,任鄙 卒,任鄙 卒,任鄙卒,1.0,0.0,1.0,1.0,0.0
二十年王之漢中又之上郡北河,二十年 ， 王 之 漢中 ， 又 之 上郡 、 北河 。,二十年  王 之 漢中  又 之 上郡  北河 ,二十年，王之漢中，又之上郡、北河。,二十年 ， 王 之 漢中 又 之 上郡 北河,二十年  王 之 漢中 又 之 上郡 北河,二十年，王之漢中又之上郡北河,1.0,0.4,1.0,1.0,0.4
二十一年錯攻魏河内,二十一年 ， 錯 攻 魏 河内 。,二十一年  錯 攻 魏 河内 ,二十一年，錯攻魏河内。,二十一年 ， 錯 攻 魏 河内,二十一年  錯 攻 魏 河内,二十一年，錯攻魏河内,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
涇陽君封宛,涇陽君 封 宛 。,涇陽君 封 宛 ,涇陽君封宛。,涇陽君 封 宛,涇陽君 封 宛,涇陽君封宛,1.0,0.0,1.0,1.0,0.0
魏獻安邑秦出其人募徙河東賜爵赦罪人遷之,魏 獻 安邑 ， 秦 出 其 人 ， 募 徙 河 東 賜 爵 ， 赦 罪人 遷 之 。,魏 獻 安邑  秦 出 其 人  募 徙 河 東 賜 爵  赦 罪人 遷 之 ,魏獻安邑，秦出其人，募徙河東賜爵，赦罪人遷之。,魏 獻 安邑 ， 秦 出 其 人 ， 募 徙 河東 ， 賜 爵 ， 赦 罪人 ， 遷 之,魏 獻 安邑  秦 出 其 人  募 徙 河東  賜 爵  赦 罪人  遷 之,魏獻安邑，秦出其人，募徙河東，賜爵，赦罪人，遷之,0.9090909090909091,0.6666666666666665,0.9090909090909091,1.0,0.6060606060606059
二十二年蒙武伐齊,二十二年 ， 蒙武 伐 齊 。,二十二年  蒙武 伐 齊 ,二十二年，蒙武伐齊。,二十二年 ， 蒙武 伐 齊,二十二年  蒙武 伐 齊,二十二年，蒙武伐齊,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
河東爲九縣,河 東 爲 九 縣 。,河 東 爲 九 縣 ,河東爲九縣。,河東 爲 九 縣,河東 爲 九 縣,河東爲九縣,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
與楚王會宛,與 楚王 會 宛 。,與 楚王 會 宛 ,與楚王會宛。,與 楚王 會 宛,與 楚王 會 宛,與楚王會宛,1.0,0.0,1.0,1.0,0.0
與趙王會中陽,與 趙王 會 中陽 。,與 趙王 會 中陽 ,與趙王會中陽。,與 趙王 會 中陽,與 趙王 會 中陽,與趙王會中陽,1.0,0.0,1.0,1.0,0.0
