original,gt_full,pred_full,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
及三人告之其母投杼下機逾牆而走,及 三 人 告 之 ， 其 母 投 杼 下 機 ， 逾 牆 而 走 。,及 三  人  告  之  其  母  投  杼  下  機  逾牆    而  走  。,0.896551724137931,0.5,0.896551724137931,1.0,0.4482758620689655
使者以報王自往請之曰“吾國東有齊中山北有燕東胡西有樓煩秦韓之邊,使者 以 報 。 王 自 往 請 之 ， 曰 ： “ 吾 國 東 有 齊 、 中山 ， 北 有 燕 、 東胡 ， 西 有 樓煩 、 秦 、 韓 之 邊 。,使 者  以  報  王  自  往  請  之  曰  “  吾  國  東  有  齊  中山  北  有  燕  東胡  西  有  樓煩  秦  韓  之邊   ,0.8888888888888888,0.0,0.8888888888888888,1.0,0.0
主父欲使子治國身胡服將士大夫西北略胡地,主父 欲 使 子 治 國 ， 身 胡服 ， 將 士 大夫 西北 略 胡地 。,主父 欲  使 子 治 國 身 胡服 將士 大夫 西北 略 胡 地 ,0.7857142857142857,0.0,0.7857142857142857,1.0,0.0
寡人誠不勝怒使兵侵君王之邊,寡人 誠 不 勝 怒 ， 使 兵 侵 君王 之 邊 。,"，。，。：""寡人""，（""""），。""誠""，""""""""，。""不勝怒使兵侵君王之邊""""",0.0,0.0,0.0,1.0,0.0
寡人與楚接境婚姻相親,寡人 與 楚 接 境 ， 婚姻 相 親 。,寡人與楚接境婚姻相親。,0.0,0.6666666666666666,0.0,1.0,0.0
十七年癸亥或謂秦王曰“孟嘗君相秦必先齊而後秦秦其危哉”秦王乃以樓緩為相囚孟嘗君欲殺之孟嘗君使人求解於秦王幸姬姬曰“願得君狐白裘”,十七年 （ 癸亥 ） 或 謂 秦王 曰 ： “ 孟嘗君 相 秦 ， 必 先 齊 而 後 秦 ； 秦 其 危 哉 ！ ” 秦王 乃 以 樓緩 為 相 ， 囚 孟嘗君 ， 欲 殺 之 。 孟嘗君 使 人 求 解 於 秦王 幸姬 ， 姬 曰 ： “ 願 得 君 狐白裘 。 ”,，。，，。：。，，；，，，。，，。：十七年癸亥或謂秦王曰“孟嘗君相秦必先齊而後秦秦其危哉”秦王乃以樓緩為相囚孟嘗君欲殺之孟嘗君使人求解於秦王幸姬姬曰“願得君狐白裘”,0.0,0.0,0.0,1.0,0.0
王后悔使追之孟嘗君至關關法雞鳴而出客時尚蚤追者將至客有善為雞鳴者野雞聞之皆鳴孟嘗君乃得脫歸,王 后 悔 ， 使 追 之 。 孟嘗君 至 關 ， 關 法 ， 雞 鳴 而 出 客 ， 時 尚 蚤 ， 追 者 將 至 ， 客 有 善 為 雞 鳴 者 ， 野雞 聞 之 皆 鳴 ， 孟嘗君 乃 得 脫 歸 。,王后悔   使 追 之 孟嘗君 至  關關 法 雞 鳴 而 出 客 時 尚 蚤 追 者將  至 客 有 善 為 雞 鳴 者 野 雞 聞 之 皆 鳴孟嘗君乃得脫歸 ,0.7222222222222223,0.0,0.7222222222222223,1.0,0.0
十八年甲子楚懷王亡歸秦人覺之遮楚道,十八年 （ 甲子 ） 楚懷王 亡 歸 。 秦 人 覺 之 ， 遮 楚道 。,，。，、。：- 十八年：，，。- 甲子楚懷王亡歸秦人覺之遮楚道：，，,0.15384615384615385,0.0,0.0,1.0,0.0
懷王從間道走趙,懷王 從 間道 走 趙 。,，：懷王從間道走趙。，。，，。。，,0.0,1.0,0.0,1.0,0.0
楚人皆憐之如悲親戚諸侯由是不直秦,楚 人 皆 憐 之 ， 如 悲 親戚 。 諸侯 由是 不 直 秦 。,"，。，。：""楚人""，，。""皆憐之如悲親戚諸侯由""""""是不直秦，""""，（）。",0.0,0.3333333333333333,0.0,1.0,0.0
今畏不禮之難而忘吾籍變孰大焉諺曰死者復生生者不愧吾欲全吾言安得全吾身乎子則有賜而忠我矣雖然吾言已在前矣終不敢失”李兌曰“諾子勉之矣吾見子已今年耳”,今 畏 不禮 之 難 而 忘 吾 籍 ， 變 孰 大 焉 ！ 諺 曰 ： 『 死者 復 生 ， 生者 不 愧 。 』 吾 欲 全 吾 言 ， 安 得 全 吾 身 乎 ！ 子 則 有 賜 而 忠 我 矣 。 雖然 ， 吾 言 已 在 前 矣 ， 終 不 敢 失 ！ ” 李兌 曰 ： “ 諾 ， 子 勉 之 矣 ！ 吾 見 子 已 今年 耳 。 ”,今 畏 不禮  之難  而 忘 吾 籍 變 孰 大 焉 諺 曰 死 者 復 生 生 者 不 愧 吾 欲 全 吾 言 安 得 全 吾 身  乎 子 則 有 賜 而 忠 我 矣雖 然   吾 言 已 在 前 矣 終 不 敢 失 ” 李 兌 曰 “ 諾 子 勉 之 矣 吾 見 子 已 今 年 耳 ”,0.8613138686131387,0.0,0.8613138686131387,1.0,0.0
主父使惠文王朝群臣而自從旁窺之見其長子儽然也反北面為臣詘於其弟心憐之於是乃欲分趙而王公子章於代,主父 使 惠文王 朝 群 臣 而 自 從 旁 窺 之 ， 見 其 長子 儽 然 也 ， 反 北面 為 臣 ， 詘 於 其 弟 ， 心 憐 之 ， 於是 乃 欲 分 趙 而 王 公子章 於 代 。,主父 使 惠文王朝  群臣 而 自 從 旁窺  之 ， 見 其 長 子 儽 然 也 ， 反 北面 為 臣 ， 詘 於 其 弟 ， 心 憐 之於 ，  是 乃 欲 分 趙 而 王 公子 章 於 代 。,0.7532467532467534,0.8333333333333334,0.7532467532467534,1.0,0.6277056277056279
公子章之敗也往走主父主父開之,公子章 之 敗 也 ， 往 走 主父 ； 主父 開 之 。,公 子 章 之敗  也 往 走 主父 主父 開 之,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0
齊閔王既滅宋而驕乃南侵楚西侵三晉欲並二周為天子狐咺正議斮之檀衢,齊閔王 既 滅 宋 而 驕 ， 乃 南 侵 楚 ， 西 侵 三 晉 ， 欲 並 二 周 ， 為 天子 。 狐咺 正 議 ， 斮 之 檀衢 。,，：齊閔王既滅宋而驕乃南侵楚西侵三晉欲並二周為天子狐咺正議斮之檀衢。，。。，，，。，,0.0,0.25,0.0,1.0,0.0
燕昭王日夜撫循其人益以富實乃與樂毅謀伐齊樂毅曰”齊霸國之餘業也地大人眾未易獨攻也,燕昭王 日夜 撫循 其 人 ， 益 以 富實 ， 乃 與 樂毅 謀 伐 齊 。 樂毅 曰 ： ” 齊 ， 霸 國 之 餘 業 也 ， 地 大 人 眾 ， 未 易 獨 攻 也 。,燕昭王 日 夜 撫循 其 人 益 以 富 實 乃 與 樂毅  謀伐  齊  樂毅  曰 ”  齊 霸 國 之 餘業  也  地 大 人眾  未 易 獨 攻 也 ,0.7692307692307692,0.0,0.7692307692307692,1.0,0.0
秦尉斯離帥師與三晉之師會之,秦 尉斯離 帥 師 與 三 晉 之 師 會 之 。,"：，""秦尉斯離帥師與三晉之師會之""。，。。""""（），。""",0.0,1.0,0.0,1.0,0.0
今過而不攻以深入為名無損於齊無益於燕而結深怨後必悔之“樂毅曰”齊王伐功矜能謀不逮下廢黜賢良信任諂諛政令戾虐百姓怨懟,今 過 而 不 攻 ， 以 深 入 為 名 ， 無 損 於 齊 ， 無 益 於 燕 而 結 深 怨 ， 後 必 悔 之 。 “ 樂毅 曰 ： ” 齊王 伐 功 矜 能 ， 謀 不 逮 下 ， 廢黜 賢良 ， 信任 諂諛 ， 政令 戾虐 ， 百姓 怨懟 。,今 過 而 不 攻 以 深 入 為 名 無 損 於 齊 無 益 於 燕 而 結 深 怨 後 必悔  之 “ 樂 毅 曰 ” 齊 王 伐 功 矜 能 謀 不逮  下 廢 黜 賢良  信任 諂 諛 政令 戾虐  百姓 怨 懟,0.7835051546391754,0.0,0.7835051546391754,1.0,0.0
樂毅聞晝邑人王蠋賢令軍中環晝邑三十里無入,樂毅 聞 晝邑 人 王蠋賢 ， 令 軍 中 環 晝邑 三十 里 無 入 。,，。，。：樂毅聞晝邑人王蠋賢令軍中環晝邑三十里無入。，。（）、,0.0,0.6666666666666666,0.0,1.0,0.0
國破君亡吾不能存而又欲劫之以兵吾與其不義而生不若死“遂經其頸於樹枝自奮絕脰而死,國 破 君 亡 ， 吾 不 能 存 ， 而 又 欲 劫 之 以 兵 ； 吾 與 其 不 義 而 生 ， 不 若 死 ！ “ 遂 經 其 頸 於 樹枝 ， 自 奮 絕 脰 而 死 。,國 破 君 亡 吾 不 能 存 而 又 欲 劫 之 以 兵 吾 與 其 不 義 而 生 不 若 死 “ 遂 經 其 頸 於 樹 枝 自 奮 絕 脰 而 死 。,0.9610389610389611,0.25,0.9610389610389611,1.0,0.24025974025974028
秦穰侯復為丞相,秦 穰侯 復 為 丞相 。,秦穰侯復為丞相，。，。，，。（）、（），,0.0,1.0,0.0,1.0,0.0
會於澠池王與趙王飲酒酣秦王請趙王鼓瑟趙王鼓之藺相如復請秦王擊缶秦王不肯相如曰“五步之內臣請得以頸血濺大王矣”,會 於 澠池 。 王 與 趙王 飲 ， 酒 酣 ， 秦王 請 趙王 鼓 瑟 ， 趙王 鼓 之 。 藺相如 復 請 秦王 擊 缶 ， 秦王 不 肯 。 相如 曰 ： “ 五 步 之 內 ， 臣 請 得 以 頸 血 濺 大王 矣 ！ ”,會於澠池王與趙王飲酒酣秦王請趙王鼓瑟趙王鼓之藺相如復請秦王擊缶秦王不肯相如曰“五步之內臣請得以頸血濺大王矣”,0.0,0.0,0.0,1.0,0.0
及城潰人爭門而出皆以轊折車敗為燕所擒獨田單宗人以鐵籠得免遂奔即墨是時齊地皆屬燕獨莒即墨未下樂毅乃並右軍前軍以圍莒左軍後軍圍即墨即墨大夫出戰而死即墨人曰“安平之戰田單宗人以鐵籠得全是多智習兵”因共立以為將以拒燕,及 城 潰 ， 人 爭 門 而 出 ， 皆 以 轊 折 車 敗 ， 為 燕 所 擒 ； 獨 田單 宗人 以 鐵籠 得 免 ， 遂 奔 即墨 。 是 時 齊地 皆 屬 燕 ， 獨 莒 、 即墨 未 下 ， 樂毅 乃 並 右軍 、 前軍 以 圍 莒 ， 左軍 、 後軍 圍 即墨 。 即墨 大夫 出 戰 而 死 。 即墨 人 曰 ： “ 安平 之 戰 ， 田單 宗人 以 鐵籠 得 全 ， 是 多 智 習 兵 。 ” 因 共 立 以 為 將 以 拒 燕 。,，。，，。：。，，；，，，。，，。：及城潰人爭門而出皆以轊折車敗為燕所擒獨田單宗人以鐵籠得免遂奔即墨是時齊地皆屬燕獨莒即墨未下樂毅乃並右軍前軍以圍莒左軍後軍圍即墨即墨大夫出戰而死即墨人曰“安平之戰田單宗人以鐵籠得全是多智習兵”因共立以為將以拒燕。,0.0,0.1,0.0,1.0,0.0
樂毅知王不善代之遂奔趙燕將士由是憤惋不和,樂毅 知 王 不 善 代 之 ， 遂 奔 趙 。 燕 將士 由是 憤 惋 不 和 。,，。，。：樂毅知王不善代之遂奔趙燕將士由是憤惋不和。（）（），，。，,0.0,0.5,0.0,1.0,0.0
齊王以太史敫之女為後生太子建太史敫曰“女不取媒因自嫁非吾種也污吾世”,齊王 以 太史敫 之 女 為 後 ， 生 太子建 。 太史敫 曰 ： “ 女 不 取 媒 ， 因 自 嫁 ， 非 吾 種 也 ， 污 吾 世 ！ ”,齊 王  以  太史敫  之  女  為  後  生  太子  建  太史敫  曰  “  女  不  取  媒  因  自  嫁  非  吾  種  也  污  吾  世  ”  。,0.8928571428571429,0.0,0.8928571428571429,1.0,0.0
離毀辱之誹謗墮先王之名臣之所大恐也,離 毀 辱 之 誹 謗 ， 墮 先王 之 名 ， 臣 之 所 大 恐 也 。,，。，。：- 離毀：，，。- 辱：，。- 之誹謗墮先王之名臣之所大恐也：，,0.10526315789473684,0.0,0.0,1.0,0.0
且其志欲為不善內撫百姓外懷戎翟禮天下之賢士其志欲有為願王察之“異日王曰”召相單而來“,且 其 志 欲 為 不 善 ， 內 撫 百姓 ， 外 懷 戎翟 ， 禮 天下 之 賢 士 ， 其 志 欲 有 為 ， 願 王 察 之 ！ “ 異 日 ， 王 曰 ： ” 召 相 單 而 來 ！ “,且 其 志 欲 為 不 善 內 撫 百 姓 外 懷 戎 翟禮  天 下 之 賢 士 其 志 欲 有 為願  王 察 之 “ 異 日 王 曰 ” 召 相單  而 來 “,0.7948717948717948,0.0,0.7948717948717948,1.0,0.0
楚王收東地兵得十餘萬復西取江南十五邑,楚王 收 東 地 兵 ， 得 十餘萬 ， 復 西 取 江南 十五 邑 。,"，。，。：- ""楚王""，（），。- ""收""，""""""""，。- ""東地兵得十餘萬復西取江南十五邑""，",0.25,0.0,0.0,1.0,0.0
魏王不聽卒以南陽為和實修武,魏王 不 聽 ， 卒 以 南陽 為 和 ， 實 修 武 。,，。，。：- 魏王：，（）。，，。- 不聽卒以南陽為和實修武：,0.15384615384615385,0.0,0.0,1.0,0.0
韓厘王薨子桓惠王立,韓厘王 薨 ， 子 桓惠王 立 。,"：，""韓厘王薨子桓惠王立""。，。：- ：（）- ：（）- ：""""",0.0,0.6666666666666666,0.0,1.0,0.0
王若負人徒之眾仗兵革之強乘毀魏之威而欲以力臣天下之主臣恐其有後患也詩曰靡不有初鮮克有終易曰狐涉水濡其尾此言始之易終之難也,王 若 負 人 徒 之 眾 ， 仗 兵革 之 強 ， 乘 毀 魏 之 威 ， 而 欲 以 力 臣 天下 之 主 ， 臣 恐 其 有 後患 也 。 詩 曰 ： 『 靡 不 有 初 ， 鮮 克 有 終 。 』 易 曰 ： 『 狐 涉 水 ， 濡 其 尾 。 』 此 言 始 之 易 ， 終 之 難 也 。,王 若 負 人徒 之 眾 仗 兵革 之 強 乘毀  魏 之 威 而 欲 以 力 臣 天下 之 主 臣 恐 其 有 後患 也  詩 曰  靡 不 有 初  鮮 克 有 終  易 曰  狐 涉 水濡  其 尾  此言  始 之 易 終 之 難 也 ,0.8909090909090909,0.0,0.8909090909090909,1.0,0.0
昔吳之信越也從而伐齊既勝齊人於艾陵還為越王禽於三江之浦,昔 吳 之 信 越 也 ， 從 而 伐 齊 ， 既 勝 齊人 於 艾陵 ， 還 為 越王 禽 於 三江 之 浦 。,，。，。：昔吳之信越也從而伐齊既勝齊人於艾陵還為越王禽於三江之浦。，，，。,0.0,0.4,0.0,1.0,0.0
然後危動燕趙直搖齊楚此四國者不待痛而服矣“,然後 危 動 燕 、 趙 ， 直 搖 齊 、 楚 ， 此 四 國 者 不 待 痛 而 服 矣 。 “,然後危動燕趙直搖齊楚此四國者不待痛而服矣“,0.0,0.0,0.0,1.0,0.0
秦魏楚共伐燕,秦 、 魏 、 楚 共 伐 燕 。,秦魏楚共伐燕，。，。，，。，、，,0.0,0.5,0.0,1.0,0.0
燕惠王薨子武成王立,燕惠王 薨 ， 子 武成王 立 。,，。，。：燕惠王薨，子武成王立。。，（,0.0,1.0,0.0,1.0,0.0
魏人鄭安平遂操范睢亡匿更姓名曰張祿,魏人 鄭安平 遂 操 范睢 亡 匿 ， 更 姓名 曰 張祿 。,，。，。：- 魏人，（），。- 鄭安平遂操范睢亡匿更，，姓名曰張祿。,0.15384615384615385,0.4,0.0,1.0,0.06153846153846154
王微聞其言乃屏左右跽而請曰“先生何以幸教寡人”對曰“唯唯”如是者三,王 微 聞 其 言 ， 乃 屏 左右 ， 跽 而 請 曰 ： “ 先生 何 以 幸 教 寡人 ？ ” 對 曰 ： “ 唯 唯 。 ” 如 是 者 三 。,王微 聞 其 言 乃 屏 左右 跽 而 請 曰 “ 先生 何 以 幸 教 寡人 ” 對 曰 “ 唯唯 ” 如 是 者 三,0.896551724137931,0.0,0.896551724137931,1.0,0.0
范睢曰”非敢然也,范睢 曰 ： ” 非 敢 然 也 ！,：。，：- 范 （），；- 睢 （），；- 曰”非敢然也 ,0.0,0.0,0.0,1.0,0.0
臣羇旅之臣也交疏於王而所願陳者皆匡君之事處人骨肉之間願效愚忠而未知王之心也此所以王三問而不敢對者也臣知今日言之於前明日伏誅於後然臣不敢避也且死者人之所必不免也苟可以少有補於秦而死此臣之所大願也,臣 ， 羇旅 之 臣 也 ， 交 疏 於 王 ， 而 所 願 陳 者 皆 匡 君 之 事 ， 處 人 骨肉 之 間 ， 願 效 愚 忠 而 未 知 王 之 心 也 ， 此 所 以 王 三 問 而 不 敢 對 者 也 。 臣 知 今日 言 之 於 前 ， 明日 伏誅 於 後 ， 然 臣 不 敢 避 也 。 且 死 者 ， 人 之 所 必 不 免 也 ， 苟 可以 少 有 補 於 秦 而 死 ， 此 臣 之 所 大 願 也 。,臣 羇旅 之 臣 也  交 疏 於 王 而 所願陳   者 皆 匡 君 之 事  處 人 骨肉 之 間願   效 愚 忠 而未  知 王 之 心 也  此 所以 王 三 問 而 不 敢 對 者 也  臣 知 今 日 言 之 於 前 明日 伏誅  於 後  然 臣 不 敢 避 也  且 死 者 人 之 所 必 不 免 也  苟 可 以 少 有 補 於 秦 而 死  此臣之所大願也,0.8421052631578948,0.0,0.8421052631578948,1.0,0.0
須賈還以告魏齊魏齊奔趙匿於平原君家,須賈 還 ， 以 告 魏齊 。 魏齊 奔 趙 ， 匿 於 平原君 家 。,須賈 還 以 告  魏齊魏齊奔    趙  匿 於 平原君 家 ,0.8181818181818182,0.0,0.8181818181818182,1.0,0.0
秦伐趙取三城趙王新立太后用事求救於齊齊人曰“必以長安君為質”,秦 伐 趙 ， 取 三 城 。 趙王 新 立 ， 太后 用事 ， 求 救 於 齊 。 齊人 曰 ： “ 必 以 長安君 為 質 。 ”,，。：秦伐趙取三城，趙王新立太后用事，求救於齊，齊人曰“必以長安君為質”。，，,0.0,0.18181818181818182,0.0,1.0,0.0
太后曰“君過矣不若長安君之甚”左師公曰“父母愛其子則為之計深遠媼之送燕后也持其踵而泣念其遠也亦哀之矣已行非不思也祭祀則祝之曰必勿使反豈非為之計長久為子孫相繼為王也哉”太后曰“然”左師公曰“今三世以前至於趙王之子孫為侯者其繼有在者乎”曰“無有”曰“此其近者禍及身遠者及其子孫豈人主之子侯則不善哉位尊而無功奉厚而無勞而挾重器多也今媼尊長安君之位而封之以膏腴之地多與之重器而不及今令有功於國一旦山陵崩長安君何以自托於趙哉”太后曰“諾恣君之所使之”於是為長安君約車百乘質於齊,太后 曰 ： “ 君 過 矣 ！ 不 若 長安君 之 甚 。 ” 左師公 曰 ： “ 父母 愛 其 子 則 為 之 計 深遠 。 媼 之 送 燕后 也 ， 持 其 踵 而 泣 ， 念 其 遠 也 ， 亦 哀 之 矣 。 已 行 ， 非 不 思 也 ， 祭祀 則 祝 之 曰 ： 『 必 勿 使 反 ！ 』 豈 非 為 之 計 長久 ， 為 子孫 相 繼 為 王 也 哉 ？ ” 太后 曰 ： “ 然 。 ” 左師公 曰 ： “ 今 三 世 以 前 ， 至 於 趙王 之 子孫 為 侯 者 ， 其 繼 有 在 者 乎 ？ ” 曰 ： “ 無 有 。 ” 曰 ： “ 此 其 近 者 禍 及 身 ， 遠 者 及 其 子孫 。 豈 人主 之 子 侯 則 不 善 哉 ？ 位 尊 而 無 功 ， 奉 厚 而 無 勞 ， 而 挾 重器 多 也 。 今 媼 尊 長安君 之 位 ， 而 封 之 以 膏腴 之 地 ， 多 與 之 重器 ， 而 不 及 今 令 有 功 於 國 ， 一旦 山陵 崩 ， 長安君 何 以 自 托 於 趙 哉 ？ ” 太后 曰 ： “ 諾 ， 恣 君 之 所 使 之 ！ ” 於是 為 長安君 約 車 百 乘 質 於 齊 。,"，。，，。，。，( ) , - : 、 。 〈 〉 《 》 「 」 『 』 〔 〕 ！ （ ） ， ． ： ； ？，。，，。：太后曰“君過矣不若長安君之甚”左師公曰“父母愛其子則為之計深遠媼之送燕后也持其踵而泣念其遠也亦哀之矣已行非不思也祭祀則祝之曰必勿使反豈非為之計長久為子孫相繼為王也哉”太后曰“然”左師公曰“今三世以前至於趙王之子孫為侯者其繼有在者乎”曰“無有”曰“此其近者禍及身遠者及其子孫豈人主之子侯則不善哉位尊而無功奉厚而無勞而挾重器多也今媼尊長安君之位而封之以膏腴之地多與之重器而不及今令有功於國一旦山陵崩長安君何以自托於趙哉”太后曰“諾恣君之所使之”於是為長安君約車百乘質於齊。，，。，。，",0.0,0.04878048780487806,0.0,1.0,0.0
田單為趙相,田單 為 趙 相 。,，：田單為趙相。，。，，。，，,0.0,1.0,0.0,1.0,0.0
有城市邑十七願再拜獻之大王”趙王以告平陽君豹對曰“聖人甚禍無故之利”,有 城市邑 十七 ， 願 再 拜 獻 之 大王 ！ ” 趙王 以 告 平陽君 豹 ， 對 曰 ： “ 聖人 甚 禍 無 故 之 利 。 ”,有 城市 邑 十七願  再 拜獻  之 大王 ” 趙王 以 告 平陽君 豹 對 曰 “ 聖人甚  禍 無 故 之 利 ”,0.76,0.0,0.76,1.0,0.0
以按據上黨民,以 按 據 上黨 民 。,以 按據  上黨  民,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
趙王將使趙郝約事於秦割六縣,趙王 將 使 趙郝 約 事 於 秦 ， 割 六 縣 。,，。，。：- 趙王：，，。- 將使趙郝約事於秦割六縣：，。,0.15384615384615385,0.5,0.0,1.0,0.07692307692307693
趙王曰“善”使虞卿東見齊王與之謀秦虞卿未返秦使者已在趙矣,趙王 曰 ： “ 善 。 ” 使 虞卿 東 見 齊王 ， 與 之 謀 秦 。 虞卿 未 返 ， 秦 使者 已 在 趙 矣 。,，。，。：趙王曰“善”使虞卿東見齊王與之謀秦虞卿未返秦使者已在趙矣。，，。，，,0.0,0.2857142857142857,0.0,1.0,0.0
諸喪職者咸不悅乃造謗言,諸 喪 職 者 咸 不 悅 ， 乃 造 謗言 。,，：諸喪職者咸不悅乃造謗言。，。。，。，。，，,0.0,0.6666666666666666,0.0,1.0,0.0
秦王欲為應侯必報其仇聞魏齊在平原君所乃為好言誘平原君至秦而執之,秦王 欲 為 應侯 必 報 其 仇 ， 聞 魏齊 在 平原君 所 ， 乃 為 好言 誘 平原君 至 秦 而 執 之 。,秦 王 欲為  應侯 必 報 其 仇 聞 魏 齊 在 平原君 所 乃為  好言  誘 平原君 至 秦 而執  之,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0
毛遂曰“從定乎”楚王曰“定矣”毛遂謂楚王之左右曰“取雞狗馬之血來”,毛遂 曰 ： “ 從 定 乎 ？ ” 楚王 曰 ： “ 定 矣 。 ” 毛遂 謂 楚王 之 左右 曰 ： “ 取 雞 、 狗 、 馬 之 血 來 ！ ”,毛遂 曰 “ 從 定 乎 ” 楚王 曰 “ 定 矣 ” 毛遂 謂 楚王 之 左右 曰 “ 取 雞 狗 馬 之 血 來 ”,1.0,0.0,1.0,1.0,0.0
毛遂奉銅盤而跪進之楚王曰“王當歃血以定從次者吾君次者遂”遂定從於殿上毛遂左手持盤血而右手招十九人曰“公等相與歃此血於堂下公等錄錄所謂因人成事者也”,毛遂 奉 銅盤 而 跪 進 之 楚王 曰 ： “ 王 當 歃 血 以 定 從 ， 次 者 吾 君 ， 次 者 遂 。 ” 遂 定 從 於 殿 上 。 毛遂 左 手 持 盤血 而 右 手 招 十九 人 曰 ： “ 公 等 相與 歃 此 血 於 堂 下 ！ 公 等 錄錄 ， 所 謂 『 因 人 成 事 』 者 也 。 ”,毛遂 奉 銅 盤 而 跪 進 之 楚 王 曰 “ 王 當歃  血 以 定 從 次 者 吾 君 次 者 遂 ” 遂 定 從 於 殿 上 毛 遂 左 手 持 盤 血 而 右 手 招 十 九 人 曰 “ 公 等 相 與歃  此 血 於 堂 下 公 等錄錄   所 謂 因 人 成 事 者 也 ”,0.8120300751879699,0.0,0.8120300751879699,1.0,0.0
又使將軍新垣衍間入邯鄲因平原君說趙王欲共尊秦為帝以卻其兵齊人魯仲連在邯鄲聞之往見新垣衍曰“彼秦者棄禮義而上首功之國也,又 使 將軍 新垣衍 間 入 邯鄲 ， 因 平原君 說 趙王 ， 欲 共 尊 秦 為 帝 ， 以 卻 其 兵 。 齊人 魯仲連 在 邯鄲 ， 聞 之 ， 往 見 新垣衍 曰 ： “ 彼 秦 者 ， 棄 禮義 而 上 首功 之 國 也 。,又 使 將軍 新垣衍 間 入 邯鄲 因 平原君 說 趙王 欲 共 尊 秦為  帝 以 卻 其 兵 齊人 魯仲連 在 邯鄲 聞 之 往 見 新垣衍 曰 “ 彼 秦 者棄禮  義 而 上 首功 之 國 也,0.9047619047619047,0.0,0.9047619047619047,1.0,0.0
公子患之數請魏王敕晉鄙令救趙及賓客辯士遊說萬端王終不聽公子乃屬賓客約車騎百餘乘欲赴斗以死於趙過夷門見侯生侯生曰“公子勉之矣老臣不能從”,公子 患 之 ， 數 請 魏王 敕 晉鄙 令 救 趙 ， 及 賓客 辯士 遊說 萬端 ， 王 終 不 聽 。 公子 乃 屬 賓客 約 車騎 百餘 乘 ， 欲 赴 斗 以 死 於 趙 ； 過 夷門 ， 見 侯生 。 侯生 曰 ： “ 公子 勉 之 矣 ， 老臣 不 能 從 ！ ”,                           公子患之數請魏王敕晉鄙令救                 趙及賓客辯士遊說萬端王終不聽           公子乃屬賓客約車騎百餘乘欲赴斗以死於趙過夷門見侯生侯生曰“公子 勉 之 矣 老 臣 不 能 從 ”,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0
今公子無他端而欲赴秦軍譬如以肉投餒虎何功之有”公子再拜問計侯嬴屏人曰“吾聞晉鄙兵符在王臥內而如姬最幸力能竊之嘗聞公子為如姬報其父仇如姬欲為公子死無所辭公子誠一開口則得虎符奪晉鄙之兵北救趙西郤秦此五伯之功也”,今 公子 無 他端 而 欲 赴 秦軍 ， 譬如 以 肉 投 餒 虎 ， 何 功 之 有 ！ ” 公子 再 拜 問 計 。 侯嬴 屏 人 曰 ： “ 吾 聞 晉鄙 兵符 在 王 臥 內 ， 而 如姬 最 幸 ， 力 能 竊 之 。 嘗 聞 公子 為 如姬 報 其 父 仇 ， 如姬 欲 為 公子 死 無 所 辭 。 公子 誠 一 開 口 ， 則 得 虎符 ， 奪 晉鄙 之 兵 ， 北 救 趙 ， 西 郤 秦 ， 此 五 伯 之 功 也 。 ”,今公子  無 他 端 而 欲 赴 秦軍   譬如  以 肉 投 餒 虎  何 功 之 有 ”公子   再 拜 問  計 侯 嬴 屏 人 曰 “  吾 聞 晉 鄙 兵 符 在 王 臥 內 而如   姬 最 幸  力 能 竊 之  嘗 聞公子  為如  姬報  其 父 仇如   姬 欲 為公子  死 無 所 辭公子   誠 一 開 口 則 得 虎 符奪   晉 鄙 之 兵 北 救趙西郤秦此五伯之功也”,0.6296296296296295,0.0,0.6296296296296295,1.0,0.0
王齕久圍邯鄲不拔諸侯來救戰數不利,王齕 久 圍 邯鄲 不 拔 ， 諸侯 來 救 ， 戰 數 不 利 。,"，。，。：- ""王齕""，（），。- ""久圍邯鄲不拔諸侯來救戰數不利""：""""",0.13333333333333336,0.0,0.0,1.0,0.0
五十八年甲辰十月免武安君為士伍遷之陰密,五十八年 （ 甲辰 ） 十月 ， 免 武安君 為 士伍 ， 遷 之 陰密 。,，。，。：- 五十八年：，，。- 甲辰十月免武安君為士伍遷之陰密：（，），，,0.16666666666666669,0.0,0.0,1.0,0.0
乃往見異人說曰“吾能大子之門”,乃 往 見 異人 。 說 曰 ： “ 吾 能 大 子 之 門 ！ ”,乃 往 見 異人 說 曰 “ 吾 能 大 子 之 門 ”,1.0,0.0,1.0,1.0,0.0
不窋末年夏后氏政衰去稷不務不窋以失其官而犇戎狄之閒,不窋 末 年 ， 夏后氏 政 衰 ， 去 稷 不 務 ， 不窋 以 失 其 官 而 犇 戎狄 之 閒 。,，。，。：不窋末年夏后氏政衰去稷不務不窋以失其官而犇戎狄之閒。（）（）。，，,0.0,0.4,0.0,1.0,0.0
民皆怒欲戰,民 皆 怒 ， 欲 戰 。,，：民皆怒欲戰。，。。，。，。？,0.0,0.6666666666666666,0.0,1.0,0.0
